_id,application_url,city,company_description,company_name,company_url,datets,email,featured,job_category,job_description,job_position,job_requirements,job_type,location,location_type,logo,postedat
63412e340cae287e0797c830,https://www.linkedin.com/jobs/view/3207718784/,"Pleasanton, CA ","At Clorox, we champion people to be well and thrive by doing the right thing, putting people at the center, and playing to win. Led by our IGNITE strategy, we build brands that make a positive difference in people’s lives around the world. And we know that success requires head, heart, AND guts — all three, every day — coming together to work simpler, faster, bolder, and more inclusively. Interested? Join us to #IgniteYourCareer!",The Clorox Company,www.thecoloroxcompany.com,1661990400,,TRUE,Biz Ops,"Winning at the Digital Shelf is critical component of our vision to deliver frictionless commerce experiences. We will become master storytellers and find ways to increase the relevance of our content to the consumer. Winning in these micro moments at scale requires technology and services that we will source from external partners. We are seeking a new Assistant eComm Manager in international to lead the selection, adoption, and uplift of digital shelf management services to support our vision. The leader will work across SBUs to scale contracts and practices while serving as the Power User & single POC Admin. This leader will also engage in developing and deploying processes, training, auditing and practical “hacks.” The ideal candidate will be experienced with Salsify and Profitero (or eStore Media) and is comfortable working with diverse teams across countries and time zones. Three to five years existing experience with our US businesses and agencies, including Electro & Stackline, is a bonus. The work requires self-motivation, project management, detail orientation, and strong communication skills. Exceptional candidates will have an eye for design - both written and visual – and intuition for what content is compelling for shoppers as they research and buy products online.",Assistant E-Commerce Manager,"Experienced with digital shelf tools & content service providers, such as Salsify and Profitero/eStore. Exceptional project management skills and cross-functional team leadership via informal influence required; ability to simultaneously manage multiple projects. Prior agency management experience ideal. Can drive SOW, adherence and continuously improving performance. Strong verbal and written communication. Can communicate clearly with team members where English is second language. Able to work independently, build and implement process and training material to proactively develop others. A knack for simplifying complexity. Highly proactive, analytically-driven and fact-based in approach to challenges. Able to be successful working across borders with diverse teams and markets in different time zones. Organized with strong follow-up and attention to detail. Curious with an internal drive toward continuous learning and improvement",In-office,USA,,./images/thecloroxcompany.jpeg,09/01/2022
63412e340cae287e0797c831,https://www.linkedin.com/jobs/view/3250831703/,"New York, NY","In 2001, Dylan Lauren pioneered the world’s largest confectionery emporium and lifestyle brand, Dylan’s Candy Bar. We are celebrating 20 years of merging fashion, art, and pop culture with candy to ignite the creative spirit & inner child in everyone who visits our stores and website. This innovative concept has changed the way the world experiences candy and has inspired Retail-tainment. Our whimsical destinations attract people of all ages with state-of-the-art décor and trend-setting products. Dylan’s Candy Bar offers something for everyone for every special occasion, with an unparalleled selection of candies from around the world to luxe gift baskets and chic presents.
","Dylan's Candy Bar",www.dylanscandybar.com,1662595200,,TRUE,Biz Ops,"The Assistant Manager of E-Commerce works with the Ecommerce Manager, Content and Marketing Team to support promotional set up, site merchandising and marketing.",Assistant Manager Ecommerce,"Bachelor's degree with a specialization in business or retail merchandising preferred. Minimum of 1-3 years of experience in a ecommerce/merchandising role. Ability to problem solve and work independently. A passion for our products and our customers - you champion a ""customer first"" mindset that strengthens our understanding of the category and shoppers. Excellent written & verbal communication skills and comfortable working in a remote environment. Strong analytical and problem-solving skills, including the ability to effectively apply knowledge by creating action plans (solid Excel skills). Excellent attention to detail and the ability to successfully multi-task in a deadline driven atmosphere, while understanding big-picture objectives and strategy. Must be flexible and easily adapt to change as business priorities shift",Remote,USA,,./images/dylanscandybar.jpeg,09/08/2022
63412e340cae287e0797c832,https://www.linkedin.com/jobs/view/3245524697/,"Goleta, CA ","The company was founded in 2012 by two industry pioneering scientists, Bill Parrish, PhD and Tim Fitzgibbons PhD, who spent 40 years advancing the state of military and professional-grade thermal imaging technology. Following their previous two companies, Amber Engineering, and Indigo Systems, each with successful acquisitions, Seek Thermal is their third venture with the mission to make thermal imaging a part of everyday life. An unseen world of energy surrounds us. We only see some of it with our eyes, light from a source of energy reflected on objects around us. But even though we can’t see it, all objects produce or retain heat. When viewed through a Seek Thermal camera, this world of heat can be converted to images, providing important information useful in solving everyday problems that are otherwise invisible to the naked eye. Seek thermal imaging lets you see the world of heat instead of the world of light. Seek Thermal is partnered with Raytheon and NXP to design and deliver high-quality, affordable thermal imaging sensors and products across the globe at scale. As one of the few companies in the world capable of building sensors, Seek Thermal has shipped hundreds of thousands of thermal imaging products around the world as it continues to make thermal imaging an accessible, everyday tool, so people can do their jobs safer, faster, and smarter.",Seek Thermal,www.thermal.com,1661990400,,,Biz Ops,"We are looking for a E-Commerce Manager with a relentless mindset for global growth. The candidate must be data driven in their approach, testing and optimization. The preferred candidate has a proven track record in manage direct e-commerce channels alongside Amazon seller central channels. They must be an expert in the full e-commerce funnel from customer acquisition flows at media placements all the way to customer transaction locations. This position will report to the Director, Marketing. Must be a U.S. Citizen or Permanent Resident. Position may work a hybrid of in office and remote, however the role must be geographically located in Santa Barbara County.",E-Commerce Manager,"Bachelor's degree in business administration, marketing, communications, or a related field. In unique cases, extensive work experience can substitute for degree requirements. 5+ years in a E-Commerce Manager role with emphasis on e-commerce. Must be a U.S. Citizen or Permanent Resident Must be a data-driven personality with a relentless pursuit for continuous improvement. Proven track record of e-commerce growth using paid social, paid search, and ABM. Must demonstrate working knowledge and previous collaboration between a direct store and Amazon. Must have experience managing an amazon seller central account. Experience using NetSuite’s Suite Commerce preferred. Certifications on relevant digital marketing platforms is a plus
Proficiency in Google Analytics required. Strong writing and copy skills to test varying words, phrases, and styles within digital platforms .Strong in analytics and able to translate data insights into successful marketing strategies. Ability to multi-task in a rapid paced environment. Strong sense for self-direction with the ability to take ownership and initiative. Strong presentation skills with experience conveying key points to adopt change",In-office,USA,,./images/seekthermal.jpeg,09/01/2022
63412e340cae287e0797c833,https://www.linkedin.com/jobs/view/3270748726/,"Seattle, WA ","At Outdoor Research®, we built a company from a feeling: the urge to get out. It's what drives us. We love coming to work every day and inventing ever better solutions to what nature throws our way. But we're more than just the gear we build. We're part of a community of friends whose lives are connected by our common need to be outside. Our community is devoted to exploring our outdoor passions and challenging ourselves in the mountains, water, and deserts of the planet we love so much.",Outdoor Research,www.outdoorresearch.com,1663200000,,,Product,"The OR Pro product line manager is responsible for the overall direction of the OR Pro business at Outdoor Research which includes: Men’s and Women’s tops, bottoms, outwear and gear. The candidate will be responsible to ensure that their success is in line with the company's expectations. They will strive to increase profitability of existing products, while also helping to develop new products. The OR Pro product manager will work across all departments of the company, including sourcing, materials, sales, operations, design, tech design, innovation, marketing, and manufacturing. They must be able to effectively collaborate and communicate both cross-functionally on the product team and with these departments to meet company expectations, account and consumer demands. The OR Pro product manager must possess mathematical and analytical abilities to develop pricing models and forecast product profitability. This requires the product manager to analyze technical, financial, marketing, and sales information for the product line. Using this data, they must prepare product development objectives and schedules for all phases of product development and product launch strategy. To ensure the success of various product lines, the product manager must use a combination of marketing data analysis, personal experience, and customer/athlete/influencer input. The product line manager must stay up to date with market changes and current market perceptions. They must then be able to communicate these results to cross-functional counterparts which may include executive members of the company, making suggestions on how to better improve current product lines and/or how Outdoor Research can enter underdeveloped market segments. Lastly, in this role, the OR Pro product manager will be required to work directly with manufacturing partners which may or may not include outside design talent. They will be responsible for communicating directly to their manufacturing partners, including traveling to meet with them in person if necessary.",Product Manager,"Bachelor’s degree in Merchandising, Marketing, Business or a related field. Minimum 5 years’ experience managing an apparel line. Fluent in written and spoken English. Proficient in Excel, Power-Point, Word. Experience with Illustrator and In-Design, a plus, will be required to use Illustrator",In-office,USA,,./images/outdoorresearch.jpeg,09/15/2022
63412e340cae287e0797c834,https://www.linkedin.com/jobs/view/3219912063,"South Floral Park, NY","Ready to join a fashion search tech start-up poised for growth and scale? ShopStyle’s purpose is to spark a fresh perspective on a shopper's style universe. We are growing and transforming the foundation of how shoppers search for fashion and style trends, brands and retailers.",ShopStyle,www.shopstyle.com,1662681600,,,Product,"As such, ShopStyle is looking for a Product Manager to help build and scale ShopStyle's consumer business, specifically our app experience. The person we are seeking will be excited about developing and testing theories to ensure that customers receive a best in class app experience. You’ll have a material impact on improving conversion rates, customer experience and lifetime value. This role will oversee innovative mobile centric UX enhancements, funnel optimization, and new digital improvements that support a frictionless journey. Most importantly, you’ll work with an amazing marketing, design, analytics and engineering team alongside a very talented product team. You should be passionate about owning and defining your roadmap, delivering on OKRs and delivering a frictionless experience. We learn from each other, our data, the marketplace and our customers, and apply those learnings to improve our offerings. Key Responsibilities:  Responsible for modernizing our ios and android app experience, elevating, expanding shoppable content (trends, outfitting, video, deals, etc) and personalized experience. Collect and leverage implicit and explicit data to drive a curated and personalized experience across the app home tab, search and browse. Assure product adoption to increase member retention and value; iterate and optimize. Work with marketing and engineering to become one of the most recognized personalized shopping apps within the app store. Help lead, from ideation to analysis to testing to iteration, the creation of new products and features for ShopStyle’s consumer apps Conduct opportunity analyses on new and or existing features and product improvements. Compose clear and concise feature requirements and use these to build consensus throughout the organization. Understand our data, build insights and strategies utilizing a data-first approach, always thinking of the “why” in your approach to feature development
Lead and deliver in-depth and comprehensive analyses of new product features. Coordinate closely with engineering, design, and QA throughout the product development process. Collaborate with marketing, business development, sales, and community teams to ensure that your work is understood by the organization and aligned with stakeholders.","Product Manager, App Experience","A bachelor's degree or higher. At least 3-5 years experience in product management, data analysis, consulting, or UX role at a technology company. Strong/Advanced Excel Skills,
Advanced Skills with Amplitude, Tableau or other data analysis software/language. Strong communication skills. Proven ability to execute. eCommerce, mobile apps (consumer facing). Passion for online shopping preferred. Experience designing, executing, and analyzing a/b tests, specifically around user behavior.. Experience writing product requirements for multi-platform technology products and/or features.. Experience developing, pitching, and executing business plans and/or product roadmaps. Experience working with and/or managing developers to release products and features. Experience in managing complex releases. Experience ideating and working with visual and user experience designers.",In-office,USA,,./images/shopstyle.jpeg,09/09/2022
63412e340cae287e0797c835,https://www.linkedin.com/jobs/view/3236466662/,"Coraopolis, PA","Welcome to Product Management at DICK’S Sporting Goods, where we specialize in delivering retail excellence along every aspect of the customer journey. Our mission focuses on crafting intuitive, easy-to-use products that span across our business. We are looking for a new team member who can bring product-market viability ideas that inspire, innovate and deliver elevated experiences for our customers and products. Every season starts at DICK’s! Join the team that powers the people, process and passion at DICK’s Sporting Goods. In the Corporate Technology portfolio, we maximize our teammates through Human Resources and Intelligent Automation; are fiscally sound via Finance and Treasury; and maintain our stores and distribution centers by responsible, sustainable means. Our mission is to make DICK’S Sporting Goods a brand that is recognized for leveling the playing field when it comes to inclusion, raises the bar by delivering Athletes innovative products, and protects our home court by being stewards of Sport.
","DICK'S Sporting Goods",www.dickssportinggoods.com,1663459200,,,Biz Ops,"As a Product Manager II, you will work closely with other product managers, product designers and software engineers to deliver products and services that align to strategic priorities as well as achieve product-market fit. You will be an active participant in the organization and deliver high-quality products through the following: Product Strategy- You will define a roadmap for your product in collaboration with your technology peers and stakeholders within a modern development environment. Your roadmap will be based in outcomes, establishing a “voice of the product” that empathizes with your customers’ and stakeholders’ needs. Data-Driven Decisions- You will establish metrics and measurements for your product domain to report on value delivered. Using lagging and leading indicators’ performance to inform product iterations and prioritization within the roadmap. Testing and Research- Lean experimentation is a core value within a product team. You will aid in the formulation of hypotheses to coordinate A/B tests, prototypes or research, continually refining the product until the desired outcome is achieved. Delivery- Part of the job is to manage the backlog. You will create effective user stories as well as lead backlog prioritization and management; performing testing of product features with engineers to ensure acceptance criteria is met, capture bugs and work towards defect resolution. Team Collaboration- Working as a team is essential for success! You will actively participate in stand ups, planning sessions, demos and retrospectives with your team on a weekly basis.",Product Manager II - HR & Teammate Experience Technology,"An intermediate understanding of Product Management. Understanding of product lifecycle. Knowledge of human-centered design principles. Understanding of software development lifecycle. Ability to balance business objectives and customer needs. Demonstrated success defining & launching successful products. A customer-centric view into developing great product experiences and the ability to advocate on a customer’s behalf
A foundational understanding of Scrum and Agile. Ability to influence cross-functional teams without formal authority. Strong written and verbal communication skills. Strong deductive reasoning skills. A curious attitude and desire to learn. Ability to effectively collaborate and build relationship with various peer groups. Experience working with third party vendors",In-office,USA,,./images/dickssportinggoods.jpeg,09/18/2022
63412e340cae287e0797c836,https://www.linkedin.com/jobs/view/3142100851/,"Hoboken, NJ ","Newell Brands (NASDAQ: NWL) is a leading global consumer goods company with a strong portfolio of well-known brands, including Paper Mate, Sharpie, Dymo, EXPO, Parker, Elmers, Coleman, Marmot, Oster, Sunbeam, FoodSaver, Mr. Coffee, Graco, Baby Jogger, NUK, Calphalon, Rubbermaid, Contigo, First Alert, and Yankee Candle. For hundreds of millions of consumers, Newell Brands makes life better every day, where they live, learn, work and play. Newell Brands and its subsidiaries are Equal OpportunityEmployers and comply with applicable employment laws. EOE/M/F/Vet/Disabled are encouraged to apply.",Newell Brands,www.newellbrands.com,1663459200,,,Marketing,"The SEO Manager role is a new role on a high visibility team responsible for building the SEO strategy across a range of well-known sites including Yankee Candle, Graco Baby, Sharpie, Marmot, Crock Pot, and many others. This role will require the flexibility to provide both high-level strategic recommendations and the work that goes into executing said strategy. This role will work closely with Project Management, Merchandising, Production & Creative stakeholders as well as Development teams. We are seeking a candidate that has the right mix of passion for SEO and technical aptitude to drive optimization across a wide range of site types and teams. Lead process of tracking SEO traffic and keyword performance for a substantial amount of DTC and marketing sites, working toward goals aligned on for each division. Identify growth opportunities by analyzing existing content architecture, keyword research, audits, and data/traffic analysis. Update and monitor monthly SEO reporting dashboards, providing insights on traffic and keyword performance changes. Partner with Senior SEO Manager and division/brand teams to align on SEO KPIs goals and spearhead work carved out to achieve them. Perform ongoing quarterly and ad-hoc diagnostic crawls on sites to monitor site health including areas such as status code errors, duplicate content, missing metadata and schema errors. Identify new content opportunities, collaborating with digital content team on copy recommendations based on competitive research and white space identification. Support Senior SEO Manager in international migrations including redirect mapping, pre- vs post-launch audits, copy reviewing, navigation recommendations.",SEO Manager,"4+ years of dedicated SEO experience, in-house experience preferred. A passion for all things SEO, and an interest in SEO-related self-education. Fluency in all three SEO pilllars, especially technical and on-page. SEO experience working with large scale websites. SEO experience working on ecommerce sites. Strong verbal and communication skills, and can adapt your SEO knowledge and findings based on audience. Experience with site migrations. Self-starter, experience in optimizing websites from the ground up. Deep knowledge of SEO content creation. Experience working with Salesforce Commerce Cloud and JIRA. Experience working with relevant SEO tools: Screaming Frog, Google Analytics, Google Search Console, Conductor Searchlight, ahrefs
Strong experience working in Excel and Google Data Studio",In-office,USA,,./images/newellbrands.jpeg,09/18/2022
63412e340cae287e0797c837,https://www.linkedin.com/jobs/view/3269138157/,"(Hybrid) Costa Mesa, CA ","We were born to chase what we are true to. It's not that we want to... WE HAVE TO. We have a vision that turns obstacles into opportunity. A creative courage to tempt the impossible... And embrace the strange. Telling us to push further... To try again. Endlessly seeking elevation... We are all connected by this same internal force. Forever we chase that intoxicating moment when our vision is realized... The world around us goes quiet... And for brief moments, we are more than alive.
",Volcom,www.volcom.com,1663459200,,,Marketing,"This role will support the Global Marketing Department, helping our brands expand their digital reach. The ideal candidate will have years of experience in the Surf Industry and the social / digital world. The main responsibilities will be running multiple social handles, creating content and managing digital assets. Accountable for pulling together social media reports and metrics. Creating and following brand campaign calendars. Also capable of handling administrative duties for the department. Social Media: Manage & run multiple social channels. Creating copy for captions on social channels. Create calendars and align on seasonal product releases. Use Sprout to plan out social posting schedule. Use Grin for seeding product to influencers & collaborators. Grin incentive metric analyzation. Contribute and create content for all social platforms. Skills in photo and video editing. Pull social reports and metrics from Hookit. eCommerce / E-mails: Aligning with ecommerce & digital team on content calendar. Working closely with the ecommerce teams and aligning on product stories. Creating copy for website and e-mails. Creating copy for product needs. Administrative: Organizing digital assets on DropBox and delivering to the proper teams
Managing all photo and video assets. Assist with events like art shows, premieres, tours & concerts. Booking travel and coordinating trips. Submitting invoices and reimbursements. Shipping samples to team riders. Communicating with the art department & tracking art requests. Assist in content creation trips & events",Digital Content & Marketing Coordinator,"3+ years of experience in marketing or related field. Bachelor’s degree preferred. Works well under pressure with a solution-oriented approach to problems. Ability to work with all personality types in a fast pace environment. Works quickly and efficiently with an ability to learn quickly and adapt to change. Detail-oriented with excellent time management and organizational skills (very important). Exceptional written, verbal, and interpersonal communication skills. Ability to work in a highly ambiguous environment. Should be able to take general instructions and drive projects to completion. Excellent communication skills, both written and verbal. Must be a team player. Must be proficient in all Microsoft Office products, specifically Outlook and Excel. Active on Social Media and understand digital marketing. Must take initiative, be a go-getter and a fast learner",Hybrid,USA,,./images/volcom.jpeg,09/18/2022
63412e340cae287e0797c838,https://www.linkedin.com/jobs/view/3276526180,"Glenview, IL","Abt was founded in 1936 when Jewel Abt gave her husband David $800 to start a business. Abt began as a small store with only three employees in the Logan Square neighborhood of Chicago. Abt has since grown to become one of the largest independent single-store appliance and electronics retailers in the country, situated on 68 acres in Glenview, IL, and employing a staff of more than 1,600 trained experts. Today, Abt carries tens of thousands of products in a variety of categories including appliances/custom kitchens, gourmet cooking, home comfort (HVAC, power generators and sump pumps), TV and A/V, computers, furniture, mattresses, watches, fitness, and more - many of which are introduced exclusively at Abt before gaining widespread distribution.",ABT Electronics,www.abt.com,1663459200,,,Marketing,"Abt Electronics has an immediate opening for the position of a Paid Search Manager. We are a family owned company who has been in business since 1936 and continues to experience strong growth year after year. The Paid Search Manager will join the Abt team to assist in paid search strategic planning, investment and execution perspectives. You will support the process of bringing the paid search function in-house at Abt while partnering closely with other leaders within the digital marketing team. You will build relationships with external search partners including our Google team and technologies that assist in optimizing our campaigns. In addition, must be comfortable contributing/working in an entrepreneurial, fast-paced and fun work environment. Primary duties include: Manage Paid Search, Shopping and YouTube campaigns Assist in campaign development, bid strategies, optimization and channel management. Catalog feed optimization Analyze the full customer journey and attribution reports. Develop A/B testing strategies. Research and identify new customer segments for targeted search campaigns. Manage, organize, and present KPI reporting across Google and Bing. Be a key member on the digital marketing team and work directly with the Director of Digital Marketing",Paid Search Manager,"3-5 years of experience in search engine marketing required. Bachelors in Marketing, Business, Economics, Finance or related field. Experience with campaign management and bid optimization tools (SA 360, Kenshoo, Marin). Knowledge of product feed optimization tools (Feedonomics). Knowledge of Google Analytics and Adwords required. Strong quantitative skills required to analyze and optimize campaign performance. Expert in Excel and comfortable learning new business intelligence and vendor reporting tools. Attention to detail and the ability to effectively multi-task in a data driven team. Retail experience required. Must work in Glenview, IL location, this is not a remote position.",In-office,USA,,./images/abtelectronics.jpeg,09/18/2022
63412e340cae287e0797c839,https://www.linkedin.com/jobs/view/3276547812,"Feasterville-Trevose, PA","Without knowing it, millions of people wear apparel and accessories distributed by alphabroder. Consumers may not recognize the company's name, but clothiers and promotional agencies certainly do. Whether the item is a company golf shirt, a T-shirt from a rock concert or a souvenir shirt from a vacation destination, chances are it has passed through one of our many Distribution Centers across North America.",AlphaBroder,www.alphabroder.com,1663459200,,,Biz Ops,"The Ecommerce Manager role supports the Ecommerce division of the Marketing Department in the development and execution of alphabroder’s online sales channels. The role is also responsible for the management of online content, tracking user data, translating that data into actionable goals, and serving as project manager for ongoing enhancements of our online sales channels. Ecommerce Managers work with the Director of Ecommerce to ensure alphabroder’s online sales channels continue to meet evolving best practices, offer superior customer experiences, and serve established business goals. Point-person who is accountable for day-to-day (weekly, monthly, etc.) management of website updates, issues, etc. Work daily with IT (Web Developers and QA) to launch web fixes and enhancements on time. Create project requirement documents that map out new features for project submission. Develop a strong understanding of our customers' needs, particularly during the buying process in order to optimize user experience and user interface. Work closely with Demand Generation, and various business stakeholders to create and maintain time-sensitive website content. Continually monitor the website in a proactive manner to ensure that information is accurate, content is current, and pages are free of errors. Become the expert on Google Tools, especially Google Analytics, and provide weekly (and as needed) reports/and analysis on various topics, KPIs, initiatives, etc.
Provide support to our website's dedicated customer service team and sales. Create/update and publish to Confluence how-to and web requirements.",E-Commerce Manager,"3-5 years’ experience in digital marketing and/or ecommerce. Strong capacity for multi-tasking, working independently and time management. Ability to constructively challenge existing logic and/or processes to develop the best solution for both the customer and business. Strong problem-solving skills with the ability to look for creative solutions. Strong organizational skills and attention to detail. Competency pulling reports and interpreting basic website analytics, experience in Google Analytics/GA4. Familiarity with user interface/experience, quality assurance and testing. Strong verbal and written communication skills that can be applied inter/intra. Highly motivated. Ability to take initiative and prioritize workload. Project management experience preferred. Experience with Excel, PowerPoint, MS Word. HTML & CSS experience would be a plus",In-office,USA,,./images/alphabroder.jpeg,09/18/2022
